index,time,wind_hub_ms,power_mw,is_extreme,is_ramp,is_cutout
0,2019-01-01 00:00:00,0.0,15.806,1,0,0
1,2019-01-01 00:15:00,0.0,16.699333,1,0,0
2,2019-01-01 00:30:00,0.0,15.840667,1,0,0
3,2019-01-01 00:45:00,0.0,14.887333,1,0,0
4,2019-01-01 01:00:00,0.0,14.865333,1,0,0
5,2019-01-01 01:15:00,0.0,14.259333,1,0,0
6,2019-01-01 01:30:00,0.0,12.150667,1,0,0
7,2019-01-01 01:45:00,0.0,12.214667,1,0,0
8,2019-01-01 02:00:00,0.0,13.528667,1,0,0
9,2019-01-01 02:15:00,0.0,14.772667,1,0,0
10,2019-01-01 02:30:00,0.0,16.046667,1,0,0
11,2019-01-01 02:45:00,1.27,16.93,1,0,0
12,2019-01-01 03:00:00,6.19,16.156,1,0,0
13,2019-01-01 03:15:00,6.97,16.465333,1,0,0
14,2019-01-01 03:30:00,6.743333,16.513333,1,0,0
15,2019-01-01 03:45:00,6.652,15.844,1,0,0
16,2019-01-01 04:00:00,6.646667,17.309333,1,0,0
17,2019-01-01 04:15:00,7.84,16.91,1,0,0
18,2019-01-01 04:30:00,8.0,16.65,1,0,0
19,2019-01-01 04:45:00,6.86,16.680667,1,0,0
20,2019-01-01 05:00:00,7.066667,16.83,1,0,0
21,2019-01-01 05:15:00,7.41,16.455333,1,0,0
22,2019-01-01 05:30:00,7.983333,17.944,1,0,0
23,2019-01-01 05:45:00,8.43,18.840667,1,0,0
24,2019-01-01 06:00:00,8.13,18.318,1,0,0
25,2019-01-01 06:15:00,8.366667,18.140667,1,0,0
26,2019-01-01 06:30:00,7.786667,17.817333,1,0,0
27,2019-01-01 06:45:00,8.193333,17.968,1,0,0
28,2019-01-01 07:00:00,8.166667,18.333333,1,0,0
29,2019-01-01 07:15:00,7.693333,17.826667,1,0,0
30,2019-01-01 07:30:00,7.413333,17.036,1,0,0
31,2019-01-01 07:45:00,6.2,16.728,1,0,0
32,2019-01-01 08:00:00,6.713333,16.742667,1,0,0
33,2019-01-01 08:15:00,7.233333,16.366667,1,0,0
34,2019-01-01 08:30:00,7.333333,16.076667,1,0,0
35,2019-01-01 08:45:00,6.996667,15.851333,1,0,0
36,2019-01-01 09:00:00,6.73,17.62,1,0,0
37,2019-01-01 09:15:00,7.496667,17.718,1,0,0
38,2019-01-01 09:30:00,6.81,12.196667,1,1,0
39,2019-01-01 09:45:00,6.393333,8.785333,1,1,0
40,2019-01-01 10:00:00,6.34,8.251333,1,0,0
41,2019-01-01 10:15:00,6.25,7.892667,1,0,0
42,2019-01-01 10:30:00,6.236667,8.579333,1,0,0
43,2019-01-01 10:45:00,6.473333,8.738,1,0,0
44,2019-01-01 11:00:00,6.286667,7.818667,1,0,0
45,2019-01-01 11:15:00,6.366667,6.636667,1,0,0
46,2019-01-01 11:30:00,5.94,5.433333,0,0,0
47,2019-01-01 11:45:00,5.75,5.003333,1,0,0
48,2019-01-01 12:00:00,5.37,3.784667,1,0,0
49,2019-01-01 12:15:00,5.02,3.586,0,0,0
50,2019-01-01 12:30:00,4.843333,3.228667,0,0,0
51,2019-01-01 12:45:00,5.086667,3.152,1,0,0
52,2019-01-01 13:00:00,4.986667,4.029333,0,0,0
53,2019-01-01 13:15:00,5.193333,4.626,0,0,0
54,2019-01-01 13:30:00,5.46,4.124667,0,0,0
55,2019-01-01 13:45:00,5.29,2.716,0,0,0
56,2019-01-01 14:00:00,4.983333,1.55,0,0,0
57,2019-01-01 14:15:00,4.533333,1.404,0,0,0
58,2019-01-01 14:30:00,4.406667,1.174667,0,0,0
59,2019-01-01 14:45:00,4.313333,1.455333,0,0,0
60,2019-01-01 15:00:00,4.266667,1.782667,0,0,0
61,2019-01-01 15:15:00,4.376667,2.672,0,0,0
62,2019-01-01 15:30:00,4.556667,2.878667,0,0,0
63,2019-01-01 15:45:00,4.736667,2.804,0,0,0
64,2019-01-01 16:00:00,4.91,3.033333,0,0,0
65,2019-01-01 16:15:00,4.893333,3.764,0,0,0
66,2019-01-01 16:30:00,5.086667,4.292667,0,0,0
67,2019-01-01 16:45:00,5.48,5.202,0,0,0
68,2019-01-01 17:00:00,5.705333,5.865333,0,0,0
69,2019-01-01 17:15:00,5.873333,6.203333,1,0,0
