index,time,wind_hub_ms,power_mw,is_extreme,is_ramp,is_cutout
0,2019-01-01 00:00:00,2.34887,-0.36579,0,0,0
1,2019-01-01 00:15:00,2.34887,-0.376874,0,0,0
2,2019-01-01 00:30:00,2.34887,-0.387959,0,0,0
3,2019-01-01 00:45:00,2.34887,-0.395348,0,0,0
4,2019-01-01 01:00:00,2.34887,-0.384264,0,0,0
5,2019-01-01 01:15:00,2.34887,-0.406433,0,0,0
6,2019-01-01 01:30:00,2.34887,-0.384264,0,0,0
7,2019-01-01 01:45:00,2.34887,-0.395348,0,0,0
8,2019-01-01 02:00:00,2.34887,-0.395348,0,0,0
9,2019-01-01 02:15:00,2.34887,-0.387959,0,0,0
10,2019-01-01 02:30:00,2.34887,-0.410128,0,0,0
11,2019-01-01 02:45:00,2.34887,-0.384264,0,0,0
12,2019-01-01 03:00:00,2.34887,-0.395348,0,0,0
13,2019-01-01 03:15:00,2.34887,-0.424907,0,0,0
14,2019-01-01 03:30:00,2.34887,-0.443381,0,0,0
15,2019-01-01 03:45:00,2.34887,-0.413823,0,0,0
16,2019-01-01 04:00:00,2.34887,-0.369485,0,0,0
17,2019-01-01 04:15:00,2.34887,-0.387959,0,0,0
18,2019-01-01 04:30:00,2.34887,-0.399043,0,0,0
19,2019-01-01 04:45:00,2.34887,-0.406433,0,0,0
20,2019-01-01 05:00:00,2.34887,-0.424907,0,0,0
21,2019-01-01 05:15:00,2.34887,-0.395348,0,0,0
22,2019-01-01 05:30:00,2.34887,-0.421212,0,0,0
23,2019-01-01 05:45:00,2.34887,-0.424907,0,0,0
24,2019-01-01 06:00:00,2.34887,-0.3584,0,0,0
25,2019-01-01 06:15:00,2.34887,-0.36579,0,0,0
26,2019-01-01 06:30:00,2.34887,-0.387959,0,0,0
27,2019-01-01 06:45:00,2.34887,-0.3584,0,0,0
28,2019-01-01 07:00:00,2.34887,-0.410128,0,0,0
29,2019-01-01 07:15:00,2.34887,-0.417518,0,0,0
30,2019-01-01 07:30:00,2.34887,-0.380569,0,0,0
31,2019-01-01 07:45:00,2.34887,-0.35101,0,0,0
32,2019-01-01 08:00:00,3.17233,-0.339926,0,0,0
33,2019-01-01 08:15:00,3.17233,-0.432297,0,0,0
34,2019-01-01 08:30:00,3.17233,-0.376874,0,0,0
35,2019-01-01 08:45:00,2.661,-0.395348,0,0,0
36,2019-01-01 09:00:00,1.894,-0.387959,0,0,0
37,2019-01-01 09:15:00,1.894,-0.387959,0,0,0
38,2019-01-01 09:30:00,2.14967,-0.376874,0,0,0
39,2019-01-01 09:45:00,1.38267,-0.387959,0,0,0
40,2019-01-01 10:00:00,0.0,-0.376874,0,0,0
41,2019-01-01 10:15:00,0.0,-0.376874,0,0,0
42,2019-01-01 10:30:00,0.751333,-0.384264,0,0,0
43,2019-01-01 10:45:00,0.751333,-0.384264,0,0,0
44,2019-01-01 11:00:00,2.14967,-0.347315,0,0,0
45,2019-01-01 11:15:00,1.894,-0.354705,0,0,0
46,2019-01-01 11:30:00,2.91667,-0.354705,0,0,0
47,2019-01-01 11:45:00,1.127,-0.36579,0,0,0
48,2019-01-01 12:00:00,1.63833,-0.369485,0,0,0
49,2019-01-01 12:15:00,1.38267,-0.336231,0,0,0
50,2019-01-01 12:30:00,2.661,-0.35101,0,0,0
51,2019-01-01 12:45:00,3.68367,-0.387959,0,0,0
52,2019-01-01 13:00:00,1.894,-0.347315,0,0,0
53,2019-01-01 13:15:00,3.17233,-0.336231,0,0,0
54,2019-01-01 13:30:00,3.428,-0.36579,0,0,0
55,2019-01-01 13:45:00,2.40533,-0.354705,0,0,0
56,2019-01-01 14:00:00,1.894,-0.354705,0,0,0
57,2019-01-01 14:15:00,2.91667,-0.347315,0,0,0
58,2019-01-01 14:30:00,3.17233,-0.36579,0,0,0
59,2019-01-01 14:45:00,2.661,-0.354705,0,0,0
60,2019-01-01 15:00:00,1.894,-0.36579,0,0,0
61,2019-01-01 15:15:00,2.14967,-0.354705,0,0,0
62,2019-01-01 15:30:00,1.894,-0.36579,0,0,0
63,2019-01-01 15:45:00,1.894,-0.387959,0,0,0
64,2019-01-01 16:00:00,1.63833,-0.402738,0,0,0
