index,time,wind_hub_ms,power_mw,is_extreme,is_ramp,is_cutout
0,2019-01-01 00:00:00,2.645,33.451336,0,0,0
1,2019-01-01 00:15:00,2.186,36.811337,0,0,0
2,2019-01-01 00:30:00,2.492,31.172535,0,0,0
3,2019-01-01 00:45:00,1.281,27.836002,0,0,0
4,2019-01-01 01:00:00,2.186,31.192802,0,0,0
5,2019-01-01 01:15:00,2.033,35.726536,0,0,0
6,2019-01-01 01:30:00,2.951,35.711403,0,0,0
7,2019-01-01 01:45:00,1.81,43.968803,0,0,0
8,2019-01-01 02:00:00,3.41,47.69167,0,0,0
9,2019-01-01 02:15:00,3.104,45.897934,0,0,0
10,2019-01-01 02:30:00,2.798,49.663136,0,0,0
11,2019-01-01 02:45:00,2.339,56.90207,0,0,0
12,2019-01-01 03:00:00,3.563,58.781937,0,0,0
13,2019-01-01 03:15:00,1.88,63.62347,0,0,0
14,2019-01-01 03:30:00,2.186,54.900803,0,0,0
15,2019-01-01 03:45:00,2.492,44.690002,0,1,0
16,2019-01-01 04:00:00,2.033,40.72867,0,0,0
17,2019-01-01 04:15:00,2.339,37.9734,0,0,0
18,2019-01-01 04:30:00,1.045,41.7234,0,0,0
19,2019-01-01 04:45:00,2.339,48.14747,0,0,0
20,2019-01-01 05:00:00,2.339,43.92567,0,0,0
21,2019-01-01 05:15:00,2.186,35.0592,0,0,0
22,2019-01-01 05:30:00,2.951,41.393,0,0,0
23,2019-01-01 05:45:00,3.869,41.0828,0,0,0
24,2019-01-01 06:00:00,4.787,36.892868,0,0,0
25,2019-01-01 06:15:00,2.492,36.19227,0,0,0
26,2019-01-01 06:30:00,4.022,25.626534,0,1,0
27,2019-01-01 06:45:00,3.257,21.690935,0,0,0
28,2019-01-01 07:00:00,1.727,20.462002,0,0,0
29,2019-01-01 07:15:00,2.339,16.199268,0,0,0
30,2019-01-01 07:30:00,0.822,13.715201,0,0,0
31,2019-01-01 07:45:00,2.492,13.916534,0,0,0
32,2019-01-01 08:00:00,1.727,14.507667,0,0,0
33,2019-01-01 08:15:00,1.727,11.606534,0,0,0
34,2019-01-01 08:30:00,0.669,8.177934,0,0,0
35,2019-01-01 08:45:00,1.045,4.061133,0,0,0
36,2019-01-01 09:00:00,2.033,0.723,0,0,0
37,2019-01-01 09:15:00,2.339,0.0,0,0,0
38,2019-01-01 09:30:00,2.339,0.0,0,0,0
39,2019-01-01 09:45:00,2.492,0.0,0,0,0
40,2019-01-01 10:00:00,1.727,0.2172,0,0,0
41,2019-01-01 10:15:00,0.975,0.337933,0,0,0
42,2019-01-01 10:30:00,1.574,0.0,0,0,0
43,2019-01-01 10:45:00,0.223,0.0,0,0,0
44,2019-01-01 11:00:00,0.0,0.0,0,0,0
45,2019-01-01 11:15:00,0.0,0.0,0,0,0
46,2019-01-01 11:30:00,0.0,0.0,0,0,0
47,2019-01-01 11:45:00,0.223,0.0,0,0,0
48,2019-01-01 12:00:00,0.599,0.162467,0,0,0
49,2019-01-01 12:15:00,0.752,1.2794,0,0,0
50,2019-01-01 12:30:00,2.186,1.6912,0,0,0
51,2019-01-01 12:45:00,2.951,0.653733,0,0,0
52,2019-01-01 13:00:00,1.963,0.851067,0,0,0
53,2019-01-01 13:15:00,2.728,3.868867,0,0,0
54,2019-01-01 13:30:00,2.186,5.241133,0,0,0
55,2019-01-01 13:45:00,1.198,5.518867,0,0,0
56,2019-01-01 14:00:00,2.339,4.248533,0,0,0
57,2019-01-01 14:15:00,1.727,3.258267,0,0,0
58,2019-01-01 14:30:00,2.033,2.720533,0,0,0
59,2019-01-01 14:45:00,1.88,1.1766,0,0,0
60,2019-01-01 15:00:00,1.88,1.138067,0,0,0
61,2019-01-01 15:15:00,1.115,0.318,0,0,0
62,2019-01-01 15:30:00,1.045,0.0,0,0,0
63,2019-01-01 15:45:00,0.822,0.0,0,0,0
64,2019-01-01 16:00:00,0.223,0.0,0,0,0
65,2019-01-01 16:15:00,0.0,0.0,0,0,0
66,2019-01-01 16:30:00,0.0,0.0,0,0,0
67,2019-01-01 16:45:00,0.223,0.0,0,0,0
68,2019-01-01 17:00:00,0.0,0.0,0,0,0
69,2019-01-01 17:15:00,0.0,0.0,0,0,0
70,2019-01-01 17:30:00,0.0,0.0,0,0,0
71,2019-01-01 17:45:00,0.0,0.0,0,0,0
72,2019-01-01 18:00:00,0.0,0.0,0,0,0
73,2019-01-01 18:15:00,1.421,0.0,0,0,0
74,2019-01-01 18:30:00,1.88,0.013667,0,0,0
75,2019-01-01 18:45:00,1.88,1.2224,0,0,0
76,2019-01-01 19:00:00,2.951,4.6748,0,0,0
77,2019-01-01 19:15:00,2.798,7.923401,0,0,0
78,2019-01-01 19:30:00,2.951,11.499667,0,0,0
79,2019-01-01 19:45:00,2.186,12.1594,0,0,0
80,2019-01-01 20:00:00,2.033,14.1558,0,0,0
81,2019-01-01 20:15:00,2.645,14.628734,0,0,0
82,2019-01-01 20:30:00,2.339,14.965267,0,0,0
83,2019-01-01 20:45:00,3.41,14.175067,0,0,0
84,2019-01-01 21:00:00,3.257,13.0346,0,0,0
85,2019-01-01 21:15:00,2.033,11.777334,0,0,0
86,2019-01-01 21:30:00,3.563,9.509067,0,0,0
87,2019-01-01 21:45:00,2.033,6.3588,0,0,0
88,2019-01-01 22:00:00,2.116,6.093934,0,0,0
89,2019-01-01 22:15:00,1.963,6.396,0,0,0
90,2019-01-01 22:30:00,2.186,7.928934,0,0,0
91,2019-01-01 22:45:00,3.104,10.367267,0,0,0
92,2019-01-01 23:00:00,2.798,10.845134,0,0,0
93,2019-01-01 23:15:00,2.645,11.778334,0,0,0
94,2019-01-01 23:30:00,1.198,11.5056,0,0,0
95,2019-01-01 23:45:00,1.574,14.225668,0,0,0
96,2019-01-02 00:00:00,0.669,15.235401,0,0,0
97,2019-01-02 00:15:00,2.492,16.659534,0,0,0
98,2019-01-02 00:30:00,1.504,18.800068,0,0,0
99,2019-01-02 00:45:00,3.104,16.8752,0,0,0
100,2019-01-02 01:00:00,1.574,15.119867,0,0,0
101,2019-01-02 01:15:00,1.198,17.273,0,0,0
102,2019-01-02 01:30:00,1.727,17.172,0,0,0
103,2019-01-02 01:45:00,1.115,13.890268,0,0,0
104,2019-01-02 02:00:00,1.198,12.8458,0,0,0
105,2019-01-02 02:15:00,0.223,14.391134,0,0,0
106,2019-01-02 02:30:00,0.669,14.494267,0,0,0
107,2019-01-02 02:45:00,1.88,16.5236,0,0,0
108,2019-01-02 03:00:00,2.492,20.597935,0,0,0
109,2019-01-02 03:15:00,2.645,21.749601,1,0,0
110,2019-01-02 03:30:00,3.257,22.469002,1,0,0
111,2019-01-02 03:45:00,3.257,22.253668,0,0,0
112,2019-01-02 04:00:00,3.41,21.799734,1,0,0
113,2019-01-02 04:15:00,3.104,18.226934,1,0,0
114,2019-01-02 04:30:00,2.798,14.722867,1,0,0
115,2019-01-02 04:45:00,1.045,9.928734,1,0,0
116,2019-01-02 05:00:00,0.0,7.395467,1,0,0
117,2019-01-02 05:15:00,0.0,5.8852,1,0,0
118,2019-01-02 05:30:00,0.669,3.5092,1,0,0
119,2019-01-02 05:45:00,2.492,1.379733,1,0,0
120,2019-01-02 06:00:00,2.798,0.0152,1,0,0
121,2019-01-02 06:15:00,3.104,0.0282,0,0,0
122,2019-01-02 06:30:00,1.88,0.306267,0,0,0
123,2019-01-02 06:45:00,1.88,0.0214,0,0,0
124,2019-01-02 07:00:00,1.574,0.260333,0,0,0
125,2019-01-02 07:15:00,1.421,0.188533,0,0,0
126,2019-01-02 07:30:00,0.0,0.1596,0,0,0
127,2019-01-02 07:45:00,0.669,0.0042,0,0,0
128,2019-01-02 08:00:00,1.574,0.111933,0,0,0
129,2019-01-02 08:15:00,2.645,0.796667,0,0,0
130,2019-01-02 08:30:00,3.563,0.8396,0,0,0
131,2019-01-02 08:45:00,3.41,0.795,1,0,0
132,2019-01-02 09:00:00,2.645,1.073533,1,0,0
133,2019-01-02 09:15:00,3.257,1.2224,1,0,0
134,2019-01-02 09:30:00,3.104,0.306933,1,0,0
135,2019-01-02 09:45:00,2.645,0.0,1,0,0
136,2019-01-02 10:00:00,2.186,0.0,1,0,0
137,2019-01-02 10:15:00,1.88,0.0,1,0,0
138,2019-01-02 10:30:00,1.88,0.0,1,0,0
139,2019-01-02 10:45:00,1.421,0.0,1,0,0
140,2019-01-02 11:00:00,0.223,0.0,1,0,0
141,2019-01-02 11:15:00,0.0,0.0,0,0,0
142,2019-01-02 11:30:00,0.0,0.0,0,0,0
143,2019-01-02 11:45:00,0.0,0.0,0,0,0
144,2019-01-02 12:00:00,0.0,0.0,0,0,0
145,2019-01-02 12:15:00,0.0,0.0,0,0,0
146,2019-01-02 12:30:00,0.0,0.0,0,0,0
147,2019-01-02 12:45:00,0.0,0.0,0,0,0
148,2019-01-02 13:00:00,0.0,0.0,0,0,0
149,2019-01-02 13:15:00,0.0,0.0,0,0,0
