index,time,wind_hub_ms,power_mw,is_extreme,is_ramp,is_cutout
0,2019-01-01 00:00:00,15.37,93.186,0,0,0
1,2019-01-01 00:15:00,15.37,93.628,0,0,0
2,2019-01-01 00:30:00,15.37,93.53,0,0,0
3,2019-01-01 00:45:00,15.37,87.713,0,1,0
4,2019-01-01 01:00:00,15.46,92.794,0,1,0
5,2019-01-01 01:15:00,13.1,92.843,0,0,0
6,2019-01-01 01:30:00,15.27,94.181,0,0,0
7,2019-01-01 01:45:00,14.97,91.099,0,0,0
8,2019-01-01 02:00:00,14.67,92.478,0,0,0
9,2019-01-01 02:15:00,14.86,92.867,0,0,0
10,2019-01-01 02:30:00,15.16,91.206,0,0,0
11,2019-01-01 02:45:00,15.63,93.263,0,0,0
12,2019-01-01 03:00:00,13.6,93.976,0,0,0
13,2019-01-01 03:15:00,15.21,93.381,0,0,0
14,2019-01-01 03:30:00,16.22,94.224,1,0,0
15,2019-01-01 03:45:00,15.04,92.478,0,0,0
16,2019-01-01 04:00:00,15.25,94.751,0,0,0
17,2019-01-01 04:15:00,15.26,92.518,0,0,0
18,2019-01-01 04:30:00,15.44,92.95,0,0,0
19,2019-01-01 04:45:00,15.03,92.56,0,0,0
20,2019-01-01 05:00:00,14.33,90.507,0,0,0
21,2019-01-01 05:15:00,15.19,87.692,0,0,0
22,2019-01-01 05:30:00,14.47,93.69,0,1,0
23,2019-01-01 05:45:00,14.55,93.468,0,0,0
24,2019-01-01 06:00:00,15.4,89.105,0,0,0
25,2019-01-01 06:15:00,16.21,91.155,1,0,0
26,2019-01-01 06:30:00,15.0,88.968,0,0,0
27,2019-01-01 06:45:00,14.09,87.9,0,0,0
28,2019-01-01 07:00:00,13.92,90.707,0,0,0
29,2019-01-01 07:15:00,15.15,89.694,0,0,0
30,2019-01-01 07:30:00,15.81,91.812,1,0,0
31,2019-01-01 07:45:00,14.73,94.644,0,0,0
32,2019-01-01 08:00:00,16.15,94.155,1,0,0
33,2019-01-01 08:15:00,15.12,94.528,0,0,0
34,2019-01-01 08:30:00,14.21,93.076,0,0,0
35,2019-01-01 08:45:00,14.97,92.789,0,0,0
36,2019-01-01 09:00:00,13.53,92.739,0,0,0
37,2019-01-01 09:15:00,15.26,93.538,0,0,0
38,2019-01-01 09:30:00,14.85,92.491,0,0,0
39,2019-01-01 09:45:00,15.57,94.72,0,0,0
40,2019-01-01 10:00:00,15.3,93.302,0,0,0
